movieId,title,genres,tmdbId,director,top_3_cast,overview,poster_path
69524,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,62128.0,,,,
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,8373.0,Michael Bay,Shia LaBeouf|Megan Fox|Peter Cullen,"Si Sam a fait ce qu'il a pu pour tirer un trait sur le conflit qui a eu lieu à Mission City et revenir à ses préoccupations quotidiennes, la guerre entre les Autobots et les Decepticons, tout en étant classée secret défense, a entraîné plusieurs changements. Le secteur 7 a ainsi été dissout et son plus fidèle soldat, l'agent Simmons, a été révoqué sans ménagement. Résultat : une nouvelle agence, NEST, a été mise en place...",https://image.tmdb.org/t/p/w500/fgUlcYSp0iY1fJN9mPx6ZR50mjp.jpg
69529,Home (2009),Documentary,62320.0,Yann Arthus-Bertrand,Yann Arthus-Bertrand|Jacques Gamblin,"En 200 000 ans d'existence, l'homme a rompu l'équilibre sur lequel la Terre vivait depuis 4 milliards d'années. Réchauffement climatique, épuisement des ressources, extinction des espèces: l'homme a mis en péril sa propre demeure. Mais il est trop tard pour être pessimiste: il reste à peine dix ans à l'humanité pour inverser la tendance, prendre conscience de son exploitation démesurée des richesses de la Terre, et changer son mode de consommation.",https://image.tmdb.org/t/p/w500/eAJQgFHFA9QUvvoCPOT9bXPGXUP.jpg
69604,Whatever Works (2009),Comedy|Romance,19265.0,Woody Allen,Larry David|Evan Rachel Wood|Michael McKean,"Boris Yellnikoff est un génie de la physique qui a raté son mariage, son prix Nobel et même son suicide. Désormais, ce brillant misanthrope vit seul, jusqu'au soir où une jeune fugueuse, Melody, se retrouve affamée et transie de froid devant sa porte. Boris lui accorde l'asile pour quelques nuits. Rapidement, Melody s'installe.",https://image.tmdb.org/t/p/w500/geQfi7TEw25TgZi3d8J4tPH2Rs9.jpg
69606,Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,12556.0,Mark Waters,Matthew McConaughey|Jennifer Garner|Michael Douglas,"Photographe spécialiste des célébrités, Connor Mead est un célibataire fêtard qui jongle sans aucun scrupule avec ses nombreuses conquêtes féminines. Cynique absolu, il parvient même à saper la répétition du mariage de son frère Paul. Étrangement, seule Jenny, une de ses amies d'enfance, semble résister à son talent dévastateur... Juste au moment où Connor semble avoir définitivement réussi à gâcher le grand jour familial, il reçoit la visite du fantôme de son oncle Wayne, lui-même débauché notoire. Grâce aux fantômes des ex-petites amies de Connor -passées, présentes et futures- l'oncle Wayne est venu faire passer un message essentiel à son protégé. Pour Connor, c'est le début d'une odyssée aussi hilarante que révélatrice qui va le conduire vers une vérité qu'il n'imaginait pas...",https://image.tmdb.org/t/p/w500/6pKU2cA53tekG9fJdZMvLNlwWfk.jpg
69640,Public Enemies (2009),Crime|Drama|Thriller,11322.0,Michael Mann,Johnny Depp|Christian Bale|Marion Cotillard,"Basé sur l’histoire vraie de John Dillinger, un braqueur de banque hors pair qui a sévi à de nombreuses reprises dans l’Amérique des années 30. Avancé comme « l’ennemi public numéro 1 » par le patron du FBI, John Edgar Hoover, Dillinger sera traqué sans relache par Melvin Purvis, l’un des agents fédéraux des plus efficaces.",https://image.tmdb.org/t/p/w500/hM4UMGbLdf4NoyTvqnxdu18okA6.jpg
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,8355.0,Carlos Saldanha,Ray Romano|John Leguizamo|Denis Leary,"Une maladresse de Sid le paresseux va propulser les héros de l’Âge de Glace au cœur d’un monde peuplé de dinosaures ! Ils vont devoir faire face à des habitants hostiles et farfelus, en même temps qu’à leurs propres problèmes : Manny, hyper stressé, et Ellie attendent leur premier enfant mammouth ; Diego, le tigre aux dents de sabre, redoute d’avoir perdu ses instincts de prédateur ; Sid est convaincu d’avoir enfin réussi à construire sa propre famille en kidnappant trois œufs… de Tyrannosaure.",https://image.tmdb.org/t/p/w500/i7UY2xGCiKBe5qRv7dEYjPZ9Ps1.jpg
69654,Prison Break: The Final Break (2009),Action|Drama|Thriller,176241.0,Brad Turner,Wentworth Miller|Sarah Wayne Callies|Dominic Purcell,"Quand le général Krantz, ancien chef de l'organisation défaite appelée Le Cartel est en prison avec T-Bag, et apprend que Sara Tancredi se retrouve derrière les barreaux, elle-aussi, pour meurtre, il saute sur l'occasion et projette de la tuer. Emprisonnée, elle est enceinte, et inquiète pour son bébé… Michael Scofield tentera de sauver Sara dans cette ultime trame qui conclut la série. Pour ce faire, il se fait aider par ses anciens complices et amis : Lincoln Burrows, Fernando Sucre et Alexander Mahone.  Se déroule après la saison 4 (après l'épisode 22), sur certains services de streaming ce film est l'épisode 23 et 24 de la saison 4.",https://image.tmdb.org/t/p/w500/h1QRyGuWVXM4Cr3FyPISSjMCBkA.jpg
69685,Daria: Is It College Yet? (2002),Animation|Comedy,24232.0,Karen Disher,Tracy Grandstaff|Wendy Hoopes|Julián Rebolledo,"L'été et les examens approchent. Déjà les élèves de dernière année de Lawndale High préparent leur entrée dans le monde universitaire. Comme beaucoup d'autres, Daria et Tom frappent à la porte de la très chic université de Bromwell. Tom est certain que sa candidature sera acceptée...",https://image.tmdb.org/t/p/w500/ws4PQmOVgRvCUlwyHv7JnJnrY3M.jpg
69712,My Sister's Keeper (2009),Drama,10024.0,Nick Cassavetes,Cameron Diaz|Abigail Breslin|Sofia Vassilieva,"Une ancienne avocate reprend du service pour plaider sa cause et celle de son mari lorsque sa fille de 11 ans les attaque en justice pour demander son émancipation. La jeune fille leur reproche d'avoir été conçue dans le seul but de disposer d'un individu compatible génétiquement avec sa sœur rongée par le cancer, dans l'espoir qu'elle puisse prolonger la vie de celle-ci.",https://image.tmdb.org/t/p/w500/vq3RHAyJAFLryuBY3qWw39GvWQA.jpg
69720,Hood of Horror (2006),Comedy|Drama|Horror,15423.0,Stacy Title,Snoop Dogg|Daniella Alonso|Anson Mount,"Devon, le gardien du ghetto de l'enfer nous raconte trois histoires horrifiques. Dans la première histoire, une tageuse (Daniella Alonso) hérite grace à un démon (Danny Trejo) d'un pouvoir surnaturel afin de se venger des racailles du ghetto. Dans la 2ème histoire, un couple raciste, opportuniste et profondément insupportable devra vivre un an avec des vétérans noir de la guerre afin de toucher un gros héritage. Mais la cohabitation ne va pas bien se passer. Et dans la dernière histoire, un rappeur à succès sera confronté à son passé",https://image.tmdb.org/t/p/w500/98abrZgWTnGP0noaY2Cli7SNhVb.jpg
69746,Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror,16440.0,Daniel DelPurgatorio,Gerard Butler|Jared Harris|Cam Clarke,"Cette allégorie narre le voyage d'un jeune marin venu prévenir sa ville de l'arrivée du Vaisseau Noir, un navire qui a détruit son propre vaisseau. Il utilise les corps de ses camarades morts lors du naufrage pour se construire un radeau de fortune. Il s'agit de l'histoire tragique et morbide d'un homme obnubilé par deux opposés, la mort et la vie. C'est un survivant obsédé par le désir de sauver les siens au détriment de toute raison. Ce conte funèbre fait écho à celui des personnages du noir monde des Watchmen.",https://image.tmdb.org/t/p/w500/vpZNACLrZC7EeZc0iCpnCsewZEO.jpg
69757,(500) Days of Summer (2009),Comedy|Drama|Romance,19913.0,Marc Webb,Joseph Gordon-Levitt|Zooey Deschanel|Geoffrey Arend,"Tom croit encore en un amour qui transfigure, un amour à la destinée cosmique, un coup de foudre unique. Ce qui n'est pas du tout le cas de Summer. Cela n'empêche pourtant pas Tom de partir à sa conquête, armé de toute sa force et de tout son courage, tel un Don Quichotte des temps modernes. Le récit couvre tout le spectre de la relation amoureuse, du premier coup de cœur aux premiers rendez-vous, du sexe à la séparation, à la récrimination et à la rédemption, et décrit toutes les raisons qui nous poussent à nous battre aussi ardemment pour arriver à trouver un sens à l'amour.",https://image.tmdb.org/t/p/w500/Au6ac2MEQuka3DtJMVxeyUaDNsh.jpg
69784,Brüno (Bruno) (2009),Comedy,18480.0,Larry Charles,Sacha Baron Cohen|Gustaf Hammarsten|Clifford Bañagale,"Ce flamboyant journaliste de mode autrichien, homosexuel, insensible aux différences culturelles et narcissique va tenter par tous les moyens de faire parler de lui et de devenir célèbre aux États-Unis…",https://image.tmdb.org/t/p/w500/9b4ypXWaDARjVgfBnarv2XkncQa.jpg
69805,"Librarian, The: The Curse of the Judas Chalice (2008)",Action|Adventure|Fantasy,14728.0,Jonathan Frakes,Noah Wyle|Stana Katic|Jane Curtin,"De retour à New York après sa dernière aventure, Flynn essaie tant bien que mal de reprendre le cours normal de sa vie. Mais hanté par d'étranges rêves, il s'envole pour la Nouvelle-Orléans pour découvrir l'existence d'une conspiration menée par le plus célèbre des vampires : le Prince Vlad Dracul !",https://image.tmdb.org/t/p/w500/e1xKmrhNQQuCRAJi6ZgsKkzTtot.jpg
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,767.0,David Yates,Daniel Radcliffe|Rupert Grint|Emma Watson,"Voldemort a renforcé son emprise sur le monde des sorciers aussi bien que sur celui des Moldus, et Poudlard n’est plus un endroit sûr. Harry est d’ailleurs persuadé que le danger rôde à l’intérieur même de l’école mais Dumbledore est plus soucieux de le préparer pour la bataille finale qu’il sent approcher à grands pas. Ensemble, ils tentent de trouver le talon d’Achille de Voldemort et, à cette fin, Dumbledore fait appel au Professeur Horace Slughorn, qui détient des informations cruciales.",https://image.tmdb.org/t/p/w500/A4WWOzWUASfUeESXxduQxVmoD7t.jpg
69849,Roots (1977),Drama|War,67479.0,,,,
69860,Eichmann (2007),Drama|War,14687.0,Robert Young,Thomas Kretschmann|Troy Garity|Franka Potente,"L'histoire de l'officier SS Adolf Eichmann, chargé de la déportation et de la logistique des camps pendant la seconde guerre mondiale.",https://image.tmdb.org/t/p/w500/lnv9wxDPXIoIWGOpQgeMJxBgszf.jpg
69904,Open Water 2: Adrift (2006),Drama|Thriller,9592.0,Hans Horn,Susan May Pratt|Eric Dane|Richard Speight Jr.,"Un groupe d'anciens camarades de lycée se retrouve en croisière pour un week-end festif à bord d'un somptueux yacht. La chaleur et le champagne aidant, ils décident de piquer une tête pour se rafraîchir. Mais ils ont oublié de déplier l'échelle et il leur est donc impossible de remonter à bord. Le courant les éloigne et pire encore, la jeune maman de la bande, Amy, a laissé son bébé seul sur le bateau ! Alors que la fatigue et la panique gagnent le groupe, le week-end de rêve vire définitivement au cauchemar...",https://image.tmdb.org/t/p/w500/pxY275HhWiuY8NraxyOt9yYQlng.jpg
69951,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,8054.0,Terry Gilliam,Christopher Plummer|Lily Cole|Heath Ledger,"Avec sa troupe de théâtre ambulant restée bloquée dans l'ère des spectacles urbains du XIXe siècle, ""L'Imaginarium"", l'étrange Docteur Parnassus, ancien moine doué de pouvoirs psychiques, offre au public l'opportunité unique d'entrer dans leur univers d'imaginations et de merveilles en passant à travers un miroir magique...",https://image.tmdb.org/t/p/w500/spKrDfaQKnkiHN4wxWRgeOAghXA.jpg
69953,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary,19929.0,Jens Hoffmann,Monique Alexander|Joanna Angel|Jesse Jane,,https://image.tmdb.org/t/p/w500/vCcXRri6Rrb2nZ0eDXPU3JKrpaS.jpg
69988,Humpday (2009),Comedy,23720.0,Lynn Shelton,Mark Duplass|Joshua Leonard|Alycia Delmore,"Parfois, les grandes amitiés peuvent mener un peu trop loin... Un soir, Andrew débarque sans prévenir chez Ben, son vieux copain de fac. Les deux hommes ne tardent pas à renouer avec leur bonne vieille complicité de machos hétéros. Afin de distraire Ben de sa petite vie bien rangée, Andrew l'entraîne dans une fête aux moeurs libérées. Sur place, tout le monde ne parle que de participer au festival local de porno amateur et de tourner des films érotiques d'art et d'essai. Andrew semble plus que partant. Ben semble un peu moins concerné.... Quelques litres d'alcool plus tard, une idée prend vite l'allure d'un pari : Andrew et Ben coucheront ensemble sous l'oeil bienveillant d'une caméra. Ce n'est pas gay, ça va bien au-delà. Ce n'est pas du porno, c'est de l'Art. Le lendemain, impossible pour eux de se dégonfler. Rien ne pourrait les arrêter... sauf peut-être la femme de Ben, l'hétérosexualité ou certaines questions d'ordre mécanique...",https://image.tmdb.org/t/p/w500/y0Fkgopbb3OfslHYkAEiaDONmGl.jpg
70015,Polytechnique (2009),Crime|Drama,22302.0,Denis Villeneuve,Maxim Gaudette|Sébastien Huberdeau|Karine Vanasse,"Basé sur les témoignages des survivants du drame survenu à l'Ecole polytechnique de Montréal, le 6 décembre 1989, le film raconte l'évènement à travers les yeux de Valérie et Jean-François, deux étudiants qui ont vu leur vie basculer lorsqu'un jeune homme s'est introduit dans l'école avec une idée en tête: emmener avec lui dans la mort le plus de femmes possible.",https://image.tmdb.org/t/p/w500/k0xmtct9cSseksuFKMSXxM8hfni.jpg
70159,Orphan (2009),Drama|Horror|Mystery|Thriller,21208.0,Jaume Collet-Serra,Vera Farmiga|Peter Sarsgaard|Isabelle Fuhrman,"Après avoir perdu l'enfant qu'elle attendait, la fragile Kate voit ressurgir les douloureux souvenirs d'un passé qu'elle préférerait oublier. Hantée par des cauchemars récurrents, et décidée à retrouver une vie de couple équilibrée, elle fait le choix, avec son compagnon John, d'adopter un enfant. A l'orphelinat voisin, Kate et John se sentent étrangement attirés par une fillette, Esther. Mais Kate ne tarde pas à découvrir la face cachée de la « douce » enfant. Autour d'elle, personne n'a rien remarqué, et nul ne semble partager ses doutes et ses inquiétudes...",https://image.tmdb.org/t/p/w500/mvY2eNImpHcfF3kAXaVmSf82Ecc.jpg
70183,"Ugly Truth, The (2009)",Comedy|Drama|Romance,20943.0,Robert Luketic,Katherine Heigl|Gerard Butler|Eric Winter,"Ambitieuse productrice de talk-show, Abby Richter se targue de pouvoir trouver instantanément une solution à n'importe quel problème. Le seul qu'elle n'a pas réussi à résoudre, c'est son célibat. Lorsque le taux d'audience de son émission faiblit, Abby est obligée d'engager un nouvel animateur soi-disant expert en relations humaines, Mike Chadway. Dans l'émission, celui-ci traite de ce qui plaît vraiment aux hommes. Le choc est rude entre la jeune femme et ce provocateur odieux et macho. Le pire, c'est qu'il fait grimper l'audience et devient incontournable... C'est alors qu'Abby rencontre Colin, son voisin, un chirurgien célibataire qui est tout l'opposé de Mike Chadway. Cette fois, Abby veut mettre toutes les chances de son côté. À contrecœur, elle fait appel à Mike...",https://image.tmdb.org/t/p/w500/ecso2Utqvjc2DGxSJUzkkGpnenY.jpg
70206,"Collector, The (2009)",Crime|Horror|Thriller,21407.0,Marcus Dunstan,Josh Stewart|Juan Fernández|Michael Reilly Burke,"Un escroc, ayant un besoin urgent d'argent, entre par effraction dans la maison de campagne de son patron. Mais, bientôt, celui-ci réalise que sa famille a été enlevée par un tueur ayant placé des pièges mortels partout dans la maison.",https://image.tmdb.org/t/p/w500/4vBLXFOtYJ73la79asXpTmCWHub.jpg
70208,"Perfect Getaway, A (2009)",Horror|Thriller,12403.0,David Twohy,Steve Zahn|Milla Jovovich|Timothy Olyphant,"Lors de leur lune de miel à Hawaï, un couple croise le chemin de 2 dangereux randonneurs...",https://image.tmdb.org/t/p/w500/tP8TtEE18wBPWCGaIxAV062Zm0Y.jpg
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,17654.0,Neill Blomkamp,Sharlto Copley|Jason Cope|Nathalie Boltt,"Il y a vingt-huit ans, des extraterrestres entrèrent en contact avec la Terre... Ces visiteurs d'au-delà des étoiles étaient des réfugiés et furent installés dans le District 9, en Afrique du Sud, pendant que les nations du monde se querellaient pour savoir quoi en faire... Depuis, la gestion de la situation a été transférée au MNU (Multi-National United), une société privée qui n'a pas grand-chose à faire du sort de ces créatures, mais qui fera d'énormes bénéfices si elle arrive à faire fonctionner leur extraordinaire armement. Jusqu'à présent, toutes les tentatives ont échoué: pour que les armes marchent, il faut de l'ADN extraterrestre. La tension entre extraterrestres et humains atteint son maximum lorsque le MNU commence à évacuer les non-humains du District 9 vers un nouveau camp.",https://image.tmdb.org/t/p/w500/gW7H7GPIWSEG7Ma7KKRCx9BfJQm.jpg
70293,Julie & Julia (2009),Comedy|Drama|Romance,24803.0,Nora Ephron,Meryl Streep|Amy Adams|Stanley Tucci,"En 1948, Julia Child vie à Paris, son mari est attaché culturelle à l'ambassade américaine. Julia découvre la gastronomie française, elle décide d'apprendre à cuisiner à la française, en prenant des cours. En 2009, aux États-Unis, Julie Powell va avoir 30 ans et réalise qu’elle n'a pas fait grand chose de vie. Elle décide alors de cuisiner les 524 recettes du livre de cuisine française de Julia Child en 365 jours. Elle se met à partager ses expériences culinaires en créant un blog…",https://image.tmdb.org/t/p/w500/rtZquHKuEntFq3YTO3v4L5RtANw.jpg
70301,Obsessed (2009),Crime|Drama|Thriller,17335.0,Steve Shill,Idris Elba|Beyoncé|Ali Larter,"Un homme, heureux dans son couple et dans sa carrière, voit sa vie basculer le jour où une intérimaire commence à le suivre partout…",https://image.tmdb.org/t/p/w500/i41hB4WkYiNKGbvQ73XKN1Kx9rn.jpg
70305,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,13836.0,Andy Fickman,Dwayne Johnson|AnnaSophia Robb|Alexander Ludwig,"Jack Bruno, chauffeur de taxi, découvre deux enfants à l’arrière de sa voiture. Dotés de pouvoirs paranormaux, Sara et son frère Seth viennent d’un autre monde et détiennent le secret qui sauvera leur planète et la nôtre. Pour récupérer leur vaisseau et les aider contre les multiples ennemis qui se dressent sur leur chemin, Jack entraîne avec lui une spécialiste des OVNIs, le Dr. Alexandra Friedman, avec l'objectif de se rendre sur une base secrète, appelée la Montagne Ensorcelée...",https://image.tmdb.org/t/p/w500/iM6MOKEs6je5ODtsi8PqyqjCW6Z.jpg
70334,Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance,18126.0,Peter Chelsom,Miley Cyrus|Billy Ray Cyrus|Emily Osment,"Le phénomène planétaire débarque enfin sur grand écran ! Miley Stewart (Miley Cyrus) se bat chaque jour pour concilier l'école, les copains et son identité secrète : elle est la pop star Hannah Montana. Mais la célébrité d'Hannah menace d'envahir la vie de Miley... Le père de la jeune fille (Billy Ray Cyrus) décide de la ramener chez lui à Crowley Corners, dans le Tennessee, pour un petit retour à la réalité. C'est le début d'une aventure pleine d'humour, de rire et d'émotion que même Hannah Montana n'aurait jamais pu imaginer !",https://image.tmdb.org/t/p/w500/leRwVF5JOD8trnDTSvTIJsRpAK.jpg
70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,14869.0,Stephen Sommers,Adewale Akinnuoye-Agbaje|Christopher Eccleston|Lee Byung-hun,"Des montagnes de l'Asie centrale aux déserts d'Égypte, des rues de Paris au pôle Nord, les agents de l'équipe d'élite connue sous le nom de G.I. Joe mènent une lutte acharnée contre un ennemi redoutable. Disposant des toutes dernières technologies en matière de renseignement et de matériel militaire, ils combattent le puissant marchand d'armes Destro et la mystérieuse organisation terroriste nommée Cobra, qui cherchent à plonger le monde dans le chaos...",https://image.tmdb.org/t/p/w500/yj5ySUUzcqasY6sypO6nyhxBeed.jpg
70361,12 Rounds (2009),Action|Thriller,17134.0,Renny Harlin,John Cena|Aidan Gillen|Ashley Scott,"Lorsque Danny Fisher réussit à appréhender Miles, un redoutable voleur, celui-ci est sur le point de s'enfuir avec un butin de plusieurs millions de dollars. Au cours de l'opération, la fiancée du braqueur est tuée accidentellement. Après s'être échappé de prison, le génie criminel décide de se venger en obligeant Danny à réussir douze épreuves, douze rounds pour sauver la vie de sa propre fiancée. Torturant son intelligence autant que ses capacités physiques, Miles n'épargne aucun piège à Danny. Chaque nouveau round oblige le policier à traverser la ville à un rythme infernal, mettant en danger la vie d'innocents, transformant voitures et bateaux en véritables armes de destruction massive... À chaque round, les risques augmentent et le moindre faux pas peut s'avérer mortel. La course contre la montre commence...",https://image.tmdb.org/t/p/w500/soOzhbIggxpBvxcFTJy5hvRJs37.jpg
70451,Max Manus (2008),Action|Drama|War,13752.0,Espen Sandberg,Aksel Hennie|Agnes Kittelsen|Nicolai Cleve Broch,"1940, Après des années d’exil, Max Manus revient dans son pays occupé par les Nazis. Capturé par la Gestapo, il réussit à s'échapper et rejoint la Résistance. Réfugié en Écosse, il décide alors d'organiser la plus importante opération de sabotage de sa vie : détruire un navire ennemi en pleine Mer du Nord.",https://image.tmdb.org/t/p/w500/seCc2HVqk1wm72a1wrBKtW1SoAw.jpg
70492,Winds of the Wasteland (1936),Western,40743.0,Mack V. Wright,John Wayne|Phyllis Fraser|Lew Kelly,"1861. Le développement du télégraphe sonne la fin du Pony Express, ce qui met au chômage John Blair et Larry Adams. Pour se reconvertir, ils décident d'investir dans le transport en diligence, mais Drake, qui leur vend la licence, les envoie chercher la diligence dans une ville fantôme, Crescent City. Ils y apprennent néanmoins des deux seuls habitants qu'il y a une course de diligence dont le vainqueur gagnera 25 000 $ et un contrat avec le gouvernement. Ils vont s'y inscrire et finalement la gagner malgré les efforts de Drake pour leur nuire.",https://image.tmdb.org/t/p/w500/sD0v5nxEoiRG3hwyL9OulUjNcBQ.jpg
70521,Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi,19422.0,,,,
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,15137.0,鶴巻和哉,緒方恵美|Megumi Hayashibara|Kotono Mitsuishi,"Marqué par le Second Impact, le Quatrième Ange attaque Tokyo-3 et le sort de l'humanité est entre les mains de la NERV. Shinji Ikari est chargé de piloter l'EVA-01 et de combattre avec Rei Ayanami, pilote de l'EVA-00, mais son EVA-01 est endommagée par le Sixième Ange. Misato Katsuragi tente de canaliser toute l'électricité du Japon dans le fusil à positron de l'EVA-01 afin de vaincre l'Ange.",https://image.tmdb.org/t/p/w500/l6dBAi72490P4oOERO9W1y0258b.jpg
70545,"Deal, The (2008)",Comedy,11115.0,Gil Cates Jr.,Burt Reynolds|Bret Harrison|Shannon Elizabeth,"Quand un ex-accro du jeu apprend à un étudiant les rudiments des jeux de cartes, il se retrouve plongé dans le monde du poker, où son protégé se trouve être son plus grand adversaire...",https://image.tmdb.org/t/p/w500/zm1FN17vlQb3h5RdQfjPzNvDLWe.jpg
70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,19905.0,Neal Brennan,Jeremy Piven|Ving Rhames|James Brolin,"Don Ready, vendeur de choc de voitures d'occasion est engagé par un concessionnaire en faillite pour rendre les soldes du 4 juillet des plus lucratives.",https://image.tmdb.org/t/p/w500/1nEd4aLuRlAPFqUdcCYekAAjWsn.jpg
70599,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,24420.0,Robert Schwentke,Eric Bana|Rachel McAdams|Arliss Howard,"Clare aime Henry depuis toujours. Elle est convaincue qu'ils sont destinés l'un à l'autre, même si elle ne sait jamais quand ils seront séparés... Henry est en effet un voyageur du temps. Il souffre d'une anomalie génétique très rare qui l'oblige à vivre selon un déroulement du temps différent : il va et vient à travers les années sans le moindre contrôle sur ce phénomène. Même si les voyages d'Henry les séparent sans prévenir, même s'ils ignorent lorsqu'ils se retrouveront, Clare tente désespérément de faire sa vie avec celui qu'elle aime par-dessus tout...",https://image.tmdb.org/t/p/w500/nAaz8KZA9T0n8lkG7TqLgvDPQum.jpg
70637,I Can't Think Straight (2007),Drama|Romance,31216.0,Shamim Sarif,Lisa Ray|Sheetal Sheth|Antonia Frering,"Tala est une jeune femme d’origine jordanienne vivant à Londres. Elle va bientôt se marier avec Hani, son quatrième fiancé. Rentrée chez ses parents en Jordanie pour organiser la cérémonie, elle retrouve ses deux sœurs mais se désintéresse rapidement des préparatifs.  Elle retourne à Londres pour quelques jours et retrouve son meilleur ami, Ali, qui lui présente sa fiancée, une Britannique d’origine indienne, Leyla. La rencontre entre la spirituelle Tala et la timide Leyla n’aurait pu être qu’une simple formalité s’il n’y avait pas eu cette attirance immédiate entre elles.  Alors que Leyla va petit à petit prendre de l’assurance et faire ses propres choix, Tala doit elle aussi décider si elle va épouser un homme qu’elle n’aime pas uniquement pour plaire à ses parents…",https://image.tmdb.org/t/p/w500/ePbH29RdMlz8mDEQyUkxRVcsB73.jpg
70641,Miss March (2009),Comedy,19556.0,Zach Cregger,Zach Cregger|Trevor Moore|Raquel Alessi,"Lorsque Eugene se réveille après quatre ans de coma, il découvre avec horreur que sa petite amie du lycée, la tendre et pure Cindi, pose désormais nue dans Playboy. Accompagné de son pote Tucker, le jeune homme se lance dans une quête dingue et désespérée pour la retrouver et la reconquérir. N'hésitant devant rien, les deux complices vont traverser le pays, prendre des risques insensés et se retrouver dans les plans les plus foireux possibles, quitte à s'incruster dans la plus grande fête du légendaire manoir Playboy…",https://image.tmdb.org/t/p/w500/xsZ8KawxwuOo9acHvHMtGg3ryhw.jpg
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance,19840.0,Chris Columbus,Hayden Panettiere|Paul Rust|Jack Carpenter,"Denis Cooverman a toujours été un étudiant modèle. C'est une grosse tête qui a les meilleures notes du lycée mais qui n'a jamais connu les joies d'une cuite, ni d'une bagarre, encore moins d'une copine… Depuis six ans, Denis a pourtant un secret : il est amoureux fou de Beth, l'une des filles les plus populaires du lycée. Lors de la cérémonie de remise des diplômes, il lui déclare sa flamme devant tout le monde. A sa grande surprise et pour son plus grand bonheur, Beth vient à la fête qu'il organise le soir même. Le problème, c'est que le petit copain de Beth, Kevin, un type aussi jaloux que violent, se pointe lui aussi, fou furieux… Pour échapper à sa vengeance, Beth s'enfuit en voiture avec Denis, son copain Rich et ses deux meilleures amies. C'est le début d'une des nuits les plus dingues, les plus hilarantes et les plus terrifiantes de la vie de Denis. Cette nuit-là, personne ne pourra l'oublier !",https://image.tmdb.org/t/p/w500/mUi6nEbo04DR1YwflbZX1RR7UwS.jpg
70687,Paper Heart (2009),Comedy|Documentary|Drama|Romance,25183.0,Nicholas Jasenovec,Lo Mutuc|Demetri Martin|Jake Johnson,"Charlyne Yi se lance dans une aventure pour réaliser un documentaire sur le seul sujet qu'elle ne comprend pas : l'amour. Lorsqu'elle rencontre un garçon qui tombe sous son charme (Michael Cera), ça devient croustillant.",https://image.tmdb.org/t/p/w500/rfOYFZ15ZhxKBXgazh2JHaZnoDc.jpg
70697,G-Force (2009),Action|Adventure|Children|Fantasy,19585.0,Hoyt Yeatman,Sam Rockwell|Jon Favreau|Tracy Morgan,"Le gouvernement a mis au point un programme classé secret défense qui forme des animaux à devenir de parfaits espions. Armés des tous derniers gadgets hauts technologie, des cochons d'Inde hyper entraînés découvrent que le destin du monde est entre leurs pattes. La Mission-G est constituée de Darwin, le chef d'équipe, déterminé à remplir sa mission coûte que coûte, Blaster, expert en armement et amateur de tout ce qui est extrême, et Juarez, spécialiste en informatique",https://image.tmdb.org/t/p/w500/oBS1m3LinrXMBVkuM9FGPoph6yz.jpg
70703,Christopher Columbus: The Discovery (1992),Adventure,41682.0,John Glen,Georges Corraface|Marlon Brando|Tom Selleck,"Après 5 ans, Christophe Colomb est finalement soutenu et aidé financièrement par le trône d'Espagne. il part réaliser son rêve : trouver une nouvelle route menant aux Indes. À la tête d'une expédition de 3 caravelles, il ne parviendra jamais aux Indes, mais fera une découverte majeure, celle d'un continent encore inexploré : les Amériques.",https://image.tmdb.org/t/p/w500/f4ZiYrB3MAOohXLmAdCpq6uVZTN.jpg
